Regione;Provincia;Comune;Nome PCN;Latitudine;Longitudine
Molise;Campobasso;SANT'ELIA A PIANISI;POP_CB_17_SANT'ELIAAPIANISI;41,62272;14,87747
Molise;Campobasso;PETRELLA TIFERNINA;POP_CB_18_PETRELLATIFERNINA;41,696684;14,700781
Molise;Campobasso;CERCEMAGGIORE;POP_CB_19_CERCEMAGGIORE;41,453681;14,715686
Molise;Campobasso;GAMBATESA;POP_CB_24_GAMBATESA;41,509389;14,910133
Molise;Campobasso;MIRABELLO SANNITICO;POP_CB_20_MIRABELLO_SANNITICO;41,518335;14,663283
Molise;Isernia;CAPRACOTTA;POP_IS_06_CAPRACOTTA;41,83387;14,26796
Molise;Isernia;MONTAQUILA;POP_IS_13_MONTAQUILA;41,520637;14,127857
Toscana;Arezzo;CASTEL FOCOGNANO;POP_AR_04_CASTEL FOCOGNANO;43,647985;11,836078
Toscana;Arezzo;ANGHIARI;POP_AR_02_ANGHIARI;43,53056;12,09414
Toscana;Arezzo;BADIA TEDALDA;POP_AR_03_BADIA TEDALDA;43,704079;12,186403
Toscana;Arezzo;CAPOLONA;POP_AR_13_CAPOLONA;43,5665028;11,8625583
Toscana;Arezzo;CASTEL SAN NICCOLO';POP_AR_08_CASTEL_SAN_NICCOLO;43,740153;11,737206
Toscana;Arezzo;LORO CIUFFENNA;POP_AR_11_LORO_CIUFFENNA;43,5844611;11,6212639
Toscana;Arezzo;LUCIGNANO;POP_AR_10_LUCIGNANO;43,260238;11,751428
Toscana;Firenze;TAVARNELLE VAL DI PESA;POP_FI_10_TAVARNELLE VAL DI PESA;43,563991;11,180617
Toscana;Firenze;EMPOLI;POP_FI_02_EMPOLI;43,706128;10,897089
Toscana;Firenze;BAGNO A RIPOLI;POP_FI_03_BAGNO A RIPOLI;43,722669;11,320425
Toscana;Firenze;PALAZZUOLO SUL SENIO;POP_FI_07_PALAZZUOLO SUL SENIO;44,110936;11,548857
Toscana;Firenze;GAMBASSI TERME;POP_FI_13_GAMBASSI TERME;43,53214;10,94726
Toscana;Firenze;FIRENZUOLA;POP_FI_11_FIRENZUOLA;44,11663;11,38123
Toscana;Firenze;LASTRA A SIGNA;POP_FI_05_LASTRA_A_SIGNA;43,7434445;11,0641945
Toscana;Firenze;MARRADI;POP_FI_12_MARRADI;44,08407;11,623806
Toscana;Firenze;RUFINA;POP_FI_06_RUFINA;43,842772;11,499269
Toscana;Firenze;SCARPERIA E SAN PIERO;POP_FI_08_SCARPERIA_E_SAN_PIERO;43,976145;11,332931
Toscana;Grosseto;PITIGLIANO;POP_GR_02_PITIGLIANO;42,633858;11,674569
Toscana;Grosseto;SANTA FIORA;POP_GR_04_SANTAFIORA;42,843161;11,560333
Toscana;Grosseto;SCANSANO;POP_GR_08_SCANSANO;42,69269;11,32372
Toscana;Grosseto;GROSSETO;POP_GR_10_GROSSETO;42,697178;11,004743
Toscana;Grosseto;CAMPAGNATICO;POP_GR_14_CAMPAGNATICO;42,7984;11,249394
Toscana;Grosseto;CASTIGLIONE DELLA PESCAIA;POP_GR_13_CASTIGLIONE_DELLA_PESCAIA;42,7756083;10,8430278
Toscana;Grosseto;MAGLIANO IN TOSCANA;POP_GR_05_MAGLIANO_IN_TOSCANA;42,635714;11,228425
Toscana;Grosseto;MANCIANO;POP_GR_12_MANCIANO;42,587845;11,521615
Toscana;Livorno;SAN VINCENZO;POP_LI_04_SANVINCENZO;43,103033;10,541825
Toscana;Livorno;CAPOLIVERI;POP_LI_02_CAPOLIVERI;42,74864;10,38245
Toscana;Livorno;RIO MARINA;POP_LI_10_RIO_MARINA;42,812687;10,409943
Toscana;Lucca;CAMAIORE;POP_LU_06_CAMAIORE;43,936068;10,25113
Toscana;Lucca;PIEVE FOSCIANA;POP_LU_04_PIEVE FOSCIANA;44,133199;10,41462
Toscana;Massa Carrara;PONTREMOLI;POP_MS_02_PONTREMOLI;44,35921;9,899811
Toscana;Pisa;SAN GIULIANO TERME;POP_PI_07_SAN_GIULIANO_TERME;43,7395389;10,4089
Toscana;Pisa;TERRICCIOLA;POP_PI_03_TERRICCIOLA;43,545067;10,702254
Toscana;Pisa;CASCIANA TERME LARI;POP_PI_02_CASCIANA_TERME_LARI;43,6038444;10,5959583
Toscana;Pisa;CASTELNUOVO DI VAL DI CECINA;POP_PI_05_CASTELNUOVO_DI_VAL_DI_CECINA;43,216693;10,899243
Toscana;Pisa;FAUGLIA;POP_PI_08_FAUGLIA;43,5513028;10,5070388
Toscana;Pisa;MONTESCUDAIO;POP_PI_11_MONTESCUDAIO;43,313615;10,545093
Toscana;Pisa;MONTOPOLI IN VAL D'ARNO;POP_PI_04_MONTOPOLI IN VAL D'ARNO;43,675858;10,729831
Toscana;Pistoia;MONTALE;POP_PT_04_MONTALE;43,913148;11,016293
Toscana;Prato;POGGIO A CAIANO;POP_PO_03_POGGIO_A_CAIANO;43,8293583;11,0396889
Toscana;Siena;CASOLE D'ELSA;POP_SI_03_CASOLE D'ELSA;43,3364306;11,0471694
Toscana;Siena;MONTALCINO;POP_SI_05_MONTALCINO;43,08663;11,54441
Toscana;Siena;CHIANCIANO TERME;POP_SI_04_CHIANCIANO TERME;43,036459;11,81881
Toscana;Siena;SAN CASCIANO DEI BAGNI;POP_SI_10_SAN_CASCIANO_DEI_BAGNI;42,865521;11,874429
Umbria;Perugia;CERRETO DI SPOLETO;POP_PG_07_CERRETO_DI_SPOLETO;42,832113;12,927775
Umbria;Perugia;MONTONE;POP_PG_11_MONTONE;43,363486;12,324602
Umbria;Perugia;PANICALE;POP_PG_13_PANICALE;42,9958082;12,1149755
Umbria;Perugia;BEVAGNA;POP_PG_22_BEVAGNA;42,938393;12,612213
Umbria;Perugia;CAMPELLO SUL CLITUNNO;POP_PG_03_CAMPELLO_SUL_CLITUNNO;42,8253188;12,7686983
Umbria;Perugia;COSTACCIARO;POP_PG_19_COSTACCIARO;43,3561;12,7133
Umbria;Perugia;FRATTA TODINA;POP_PG_14_FRATTA_TODINA;42,8512;12,378
Umbria;Perugia;MONTEFALCO;POP_PG_23_MONTEFALCO;42,8538083;12,6786706
Umbria;Perugia;MONTELEONE DI SPOLETO;POP_PG_15_MONTELEONE_DI_SPOLETO;42,6480447;12,9430197
Umbria;Perugia;SANT'ANATOLIA DI NARCO;POP_PG_02_SANT'ANATOLIA_DI_NARCO;42,7348572;12,8355007
Umbria;Perugia;TORGIANO;POP_PG_01_TORGIANO;43,029845;12,444091
Umbria;Perugia;VALFABBRICA;POP_PG_05_VALFABBRICA;43,159572;12,596639
Umbria;Terni;GUARDEA;POP_TR_03_GUARDEA;42,621747;12,30306
Umbria;Terni;PARRANO;POP_TR_06_PARRANO;42,865439;12,108432
Umbria;Terni;ARRONE;POP_TR_01_ARRONE;42,581451;12,7531421
Umbria;Terni;BASCHI;POP_TR_10_BASCHI;42,7091274;12,2832302
Umbria;Terni;CASTEL GIORGIO;POP_TR_07_CASTEL_GIORGIO;42,7103031;11,9790824
Umbria;Terni;CASTEL VISCARDO;POP_TR_05_CASTEL_VISCARDO;42,7658906;12,0376712
Umbria;Terni;FABRO;POP_TR_08_FABRO;42,8730461;12,0462446
Umbria;Terni;MONTECASTRILLI;POP_TR_02_MONTECASTRILLI;42,6499788;12,4889935
Umbria;Terni;PENNA IN TEVERINA;POP_TR_09_PENNA_IN_TEVERINA;42,4918586;12,3555184
Umbria;Terni;PORANO;POP_TR_14_PORANO;42,6788659;12,0947594
Umbria;Terni;SAN VENANZO;POP_TR_11_SAN_VENANZO;42,870911;12,270685
Emilia Romagna;Bologna;BORGO TOSSIGNANO;POP_BO_03_BORGO TOSSIGNANO;44,277864;11,593953
Emilia Romagna;Bologna;ARGELATO;POP_BO_04_ARGELATO;44,594524;11,371751
Emilia Romagna;Bologna;BARICELLA;POP_BO_05_BARICELLA;44,6492785;11,5378201
Emilia Romagna;Bologna;VALSAMOGGIA;POP_BO_10_VALSAMOGGIA;44,435525;11,0484333
Emilia Romagna;Bologna;VALSAMOGGIA;POP_BO_14_VALSAMOGGIA;44,5095397;11,1086992
Emilia Romagna;Bologna;GALLIERA;POP_BO_09_GALLIERA;44,7416151;11,4355113
Emilia Romagna;Bologna;SAN GIOVANNI IN PERSICETO;POP_BO_13_SAN_GIOVANNI_IN_PERSICETO;44,591785;11,182053
Emilia Romagna;Ferrara;BERRA;POP_FE_03_BERRA;44,969031;11,901086
Emilia Romagna;Ferrara;LAGOSANTO;POP_FE_05_LAGOSANTO;44,769528;12,142433
Emilia Romagna;Ferrara;MESOLA;POP_FE_02_MESOLA;44,877202;12,225807
Emilia Romagna;Ferrara;RO;POP_FE_11_RO;44,945796;11,763562
Emilia Romagna;Forli Cesena;SOGLIANO AL RUBICONE;POP_FC_02_SOGLIANO AL RUBICONE;44,011405;12,203902
Emilia Romagna;Forli Cesena;GALEATA;POP_FC_04_GALEATA;43,994192;11,909597
Emilia Romagna;Forli Cesena;PREDAPPIO;POP_FC_06_PREDAPPIO;44,111371;11,984978
Emilia Romagna;Forli Cesena;CASTROCARO TERME E TERRA DEL SOLE;POP_FC_09_CASTROCARO_TERME;44,1752446;11,9524957
Emilia Romagna;Modena;SESTOLA;POP_MO_04_SESTOLA;44,230216;10,781048
Emilia Romagna;Modena;RAVARINO;POP_MO_05_RAVARINO;44,724364;11,093807
Emilia Romagna;Modena;ZOCCA;POP_MO_06_ZOCCA;44,333687;11,016806
Emilia Romagna;Modena;CARPI;POP_MO_08_CARPI;44,846122;10,908978
Emilia Romagna;Modena;MARANO SUL PANARO;POP_MO_14_MARANO_SUL_PANARO;44,4585171;10,9690182
Emilia Romagna;Modena;PALAGANO;POP_MO_02_PALAGANO;44,3475529;10,6572861
Emilia Romagna;Parma;BORE;POP_PR_07_BORE;44,722948;9,79641
Emilia Romagna;Piacenza;ALSENO;POP_PC_06_ALSENO;44,9003333;9,9630527
Emilia Romagna;Piacenza;PIANELLO VAL TIDONE;POP_PC_07_PIANELLO VAL TIDONE;44,9470778;9,4151861
Emilia Romagna;Piacenza;VILLANOVA SULL'ARDA;POP_PC_08_VILLANOVA SULL'ARDA;45,018128;10,010204
Emilia Romagna;Piacenza;FERRIERE;POP_PC_10_FERRIERE;44,6448289;9,4967486
Emilia Romagna;Piacenza;BETTOLA;POP_PC_04_BETTOLA;44,749403;9,643879
Emilia Romagna;Piacenza;CASTELL'ARQUATO;POP_PC_11_CASTELL'ARQUATO;44,8525125;9,8762067
Emilia Romagna;Piacenza;CASTELVETRO PIACENTINO;POP_PC_12_CASTELVETRO_PIACENTINO;45,1038364;9,9844201
Emilia Romagna;Ravenna;LUGO;POP_RA_05_LUGO;44,512476;11,888113
Emilia Romagna;Ravenna;BRISIGHELLA;POP_RA_03_BRISIGHELLA;44,2264979;11,7814492
Emilia Romagna;Reggio Emilia;SAN POLO D'ENZA;POP_RE_03_SAN POLO D'ENZA;44,631551;10,432104
Emilia Romagna;Reggio Emilia;BUSANA;POP_RE_07_BUSANA;44,36656;10,3227
Emilia Romagna;Reggio Emilia;CADELBOSCO DI SOPRA;POP_RE_12_CADELBOSCO_DI_SOPRA;44,8026892;10,6211668
Emilia Romagna;Reggio Emilia;CARPINETI;POP_RE_08_CARPINETI;44,4658899;10,5174431
Emilia Romagna;Reggio Emilia;SCANDIANO;POP_RE_06_SCANDIANO;44,61884;10,7252774
Emilia Romagna;Reggio Emilia;VETTO;POP_RE_09_VETTO;44,453254;10,361293
Emilia Romagna;Reggio Emilia;VILLA MINOZZO;POP_RE_10_VILLA_MINOZZO;44,4013326;10,4653208
Emilia Romagna;Rimini;SAN CLEMENTE;POP_RN_02_SAN CLEMENTE;43,9114639;12,6255166
Emilia Romagna;Rimini;PENNABILLI;POP_RN_05_PENNABILLI;43,8185576;12,2654243
Friuli Venezia Giulia;Gorizia;FARRA D'ISONZO;POP_GO_01_FARRA_D'ISONZO;45,902586;13,52102
Friuli Venezia Giulia;Gorizia;DOLEGNA DEL COLLIO;POP_GO_02_DOLEGNA_DEL_COLLIO;46,032028;13,480336
Friuli Venezia Giulia;Pordenone;TRAVESIO;POP_PN_03_TRAVESIO;46,195662;12,869693
Friuli Venezia Giulia;Pordenone;CLAUT;POP_PN_04_CLAUT;46,267067;12,463862
Friuli Venezia Giulia;Pordenone;MONTEREALE VALCELLINA;POP_PN_05_MONTEREALE_VALCELLINA;46,150225;12,660094
Friuli Venezia Giulia;Pordenone;BRUGNERA;POP_PN_01_BRUGNERA;45,920715;12,56733
Friuli Venezia Giulia;Pordenone;FANNA;POP_PN_08_FANNA;46,18796;12,7548
Friuli Venezia Giulia;Pordenone;POLCENIGO;POP_PN_07_POLCENIGO;46,011469;12,522383
Friuli Venezia Giulia;Pordenone;SAN GIORGIO DELLA RICHINVELDA;POP_PN_06_SAN_GIORGIO;46,04679;12,865403
Friuli Venezia Giulia;Pordenone;SESTO AL REGHENA;POP_PN_02_SESTO_AL_REGHENA;45,85428;12,808882
Friuli Venezia Giulia;Pordenone;TRAMONTI DI SOTTO;POP_PN_09_TRAMONTI_DI_SOTTO;46,2938;12,799481
Friuli Venezia Giulia;Udine;AMPEZZO;POP_UD_03_AMPEZZO;46,4166333;12,8010611
Friuli Venezia Giulia;Udine;COMEGLIANS;POP_UD_07_COMEGLIANS;46,513714;12,867028
Friuli Venezia Giulia;Udine;MALBORGHETTO VALBRUNA;POP_UD_09_MALBORGHETTO_VALBRUNA;46,509702;13,478373
Friuli Venezia Giulia;Udine;PALUZZA;POP_UD_10_PALUZZA;46,526534;13,010054
Friuli Venezia Giulia;Udine;RESIUTTA;POP_UD_11_RESIUTTA;46,393266;13,218288
Friuli Venezia Giulia;Udine;TRASAGHIS;POP_UD_12_TRASAGHIS;46,277588;13,06562
Friuli Venezia Giulia;Udine;LUSEVERA;POP_UD_14_LUSEVERA;46,265571;13,264786
Friuli Venezia Giulia;Udine;MAJANO;POP_UD_04_MAJANO;46,182143;13,055118
Friuli Venezia Giulia;Udine;MORUZZO;POP_UD_01_MORUZZO;46,122394;13,139161
Friuli Venezia Giulia;Udine;PALAZZOLO DELLO STELLA;POP_UD_08_PALAZZOLO_DELLO_STELLA;45,803535;13,083464
Friuli Venezia Giulia;Udine;PALMANOVA;POP_UD_02_PALMANOVA;45,8983041;13,3081854
Friuli Venezia Giulia;Udine;REMANZACCO;POP_UD_05_REMANZACCO;46,08678;13,31581
Friuli Venezia Giulia;Udine;SEDEGLIANO;POP_UD_15_SEDEGLIANO;46,016179;12,972427
Friuli Venezia Giulia;Udine;FIUMICELLO;POP_UD_16_FIUMICELLO;45,806299;13,416312
Friuli Venezia Giulia;Udine;FORGARIA NEL FRIULI;POP_UD_18_FORGARIA_NEL_FRIULI;46,204944;12,959893
Trentino Alto Adige;Trento;ROVERETO;POP_TN_02_ROVERETO;45,8904556;11,0290472
Trentino Alto Adige;Trento;ALA;POP_TN_03_ALA;45,810274;11,004998
Trentino Alto Adige;Trento;COMANO TERME;POP_TN_05_COMANO_TERME;46,03478;10,86015
Trentino Alto Adige;Trento;COMMEZZADURA;POP_TN_22_COMMEZZADURA;46,31773;10,82661
Trentino Alto Adige;Trento;PERGINE VALSUGANA;POP_TN_09_PERGINE_VALSUGANA;46,0630056;11,2320833
Trentino Alto Adige;Trento;PIEVE DI BONO;POP_TN_31_PIEVE_DI_BONO;45,94313;10,64169
Trentino Alto Adige;Trento;POZZA DI FASSA;POP_TN_11_POZZA_DI_FASSA;46,42057;11,6849
Trentino Alto Adige;Trento;RIVA DEL GARDA;POP_TN_27_RIVA_DEL_GARDA;45,89195;10,84545
Trentino Alto Adige;Trento;SANZENO;POP_TN_28_SANZENO;46,38128;11,08691
Trentino Alto Adige;Trento;TESERO;POP_TN_19_TESERO;46,284514;11,511964
Trentino Alto Adige;Trento;ALBIANO;POP_TN_10_ALBIANO;46,13916;11,19437
Trentino Alto Adige;Trento;AVIO;POP_TN_25_AVIO;45,73904;10,94919
Trentino Alto Adige;Trento;BOCENAGO;POP_TN_26_BOCENAGO;46,1299;10,76289
Trentino Alto Adige;Trento;BORGO VALSUGANA;POP_TN_42_BORGO_VALSUGANA;46,05714;11,46286
Trentino Alto Adige;Trento;CALDONAZZO;POP_TN_33_CALDONAZZO;45,98416;11,26847
Trentino Alto Adige;Trento;CASTELLO TESINO;POP_TN_41_CASTELLO_TESINO;46,0722;11,62095
Trentino Alto Adige;Trento;CAVARENO;POP_TN_23_CAVARENO;46,401124;11,1310133
Trentino Alto Adige;Trento;CEMBRA;POP_TN_14_CEMBRA;46,169717;11,210174
Trentino Alto Adige;Trento;CLES;POP_TN_13_CLES;46,342711;11,027289
Trentino Alto Adige;Trento;FAI DELLA PAGANELLA;POP_TN_40_FAI_DELLA_PAGANELLA;46,18645;11,07477
Trentino Alto Adige;Trento;FIERA DI PRIMIERO;POP_TN_38_FIERA_DI_PRIMIERO;46,1725;11,82769
Trentino Alto Adige;Trento;LASINO;POP_TN_04_LASINO;46,01869;10,98085
Trentino Alto Adige;Trento;LAVIS;POP_TN_37_LAVIS;46,15448;11,10103
Trentino Alto Adige;Trento;LEDRO;POP_TN_12_LEDRO;45,89354;10,71622
Trentino Alto Adige;Trento;MALE';POP_TN_24_MALE;46,354101;10,916803
Trentino Alto Adige;Trento;MEZZOLOMBARDO;POP_TN_17_MEZZOLOMBARDO;46,2083;11,09588
Trentino Alto Adige;Trento;MOLVENO;POP_TN_39_MOLVENO;46,14261;10,96349
Trentino Alto Adige;Trento;OSSANA;POP_TN_46_OSSANA;46,31233;10,73042
Trentino Alto Adige;Trento;PINZOLO;POP_TN_16_PINZOLO;46,16427;10,76147
Trentino Alto Adige;Trento;PREORE;POP_TN_06_PREORE;46,04509;10,75263
Trentino Alto Adige;Trento;REVO';POP_TN_29_REVO;46,39401;11,05216
Trentino Alto Adige;Trento;RONZONE;POP_TN_47_RONZONE;46,42031;11,14521
Trentino Alto Adige;Trento;TERRAGNOLO;POP_TN_32_TERRAGNOLO;45,88078;11,15215
Trentino Alto Adige;Trento;VALLARSA;POP_TN_20_VALLARSA;45,7935361;11,1072361
Trentino Alto Adige;Trento;VILLA AGNEDO;POP_TN_18_VILLA_AGNEDO;46,05466;11,52365
Trentino Alto Adige;Trento;ZIANO DI FIEMME;POP_TN_45_ZIANO_DI_FIEMME;46,28531;11,55713
Veneto;Belluno;PUOS D'ALPAGO;POP_BL_02_PUOS D'ALPAGO;46,14418;12,38031
Veneto;Belluno;FALCADE;POP_BL_06_FALCADE;46,3577;11,887514
Veneto;Belluno;AGORDO;POP_BL_09_AGORDO;46,27799;12,036552
Veneto;Belluno;ALANO DI PIAVE;POP_BL_10_ALANO DI PIAVE;45,90864;11,923755
Veneto;Belluno;FONZASO;POP_BL_11_FONZASO;46,0144111;11,797625
Veneto;Belluno;COMELICO SUPERIORE;POP_BL_19_COMELICO_SUPERIORE;46,615039;12,474895
Veneto;Belluno;FORNO DI ZOLDO;POP_BL_08_FORNO_DI_ZOLDO;46,347525;12,19305
Veneto;Belluno;LONGARONE;POP_BL_15_LONGARONE;46,257332;12,300008
